,Feature,Mean SHAP Value,Absolute value,Normalized Mean SHAP Value
296,dry,-852519.3335777349,852519.3335777349,-0.11220132547814336
4,vest,-1009885.9906976753,1009885.9906976753,-0.1329125830643173
146,footie,-1081857.5960035063,1081857.5960035063,-0.1423848720717873
290,crew,-1159192.6325855677,1159192.6325855677,-0.15256305017127175
415,bodysuit,-1183048.1763705353,1183048.1763705353,-0.15570271343432338
267,dress,-1183291.5404209308,1183291.5404209308,-0.1557347429355354
36,scoop,-1224519.903517018,1224519.903517018,-0.1611608685428714
48,1-piece,-1227545.3117970836,1227545.3117970836,-0.1615590469838357
63,poncho,-1366739.783678114,1366739.783678114,-0.17987863649829178
349,bra,-1440614.6013143698,1440614.6013143698,-0.18960141008450304
315,swim,-1449317.0335074815,1449317.0335074815,-0.19074675000641786
246,mid,-1456152.3805692368,1456152.3805692368,-0.1916463601034857
425,performance,-1474962.7457129816,1474962.7457129816,-0.1941220199726863
421,size,-1600058.9338631402,1600058.9338631402,-0.21058611359482954
13,windshirt,-1604957.9808464558,1604957.9808464558,-0.21123088438589288
419,nwsl,-1638300.8682368358,1638300.8682368358,-0.21561919091821388
429,full-zip,-1732502.9239018033,1732502.9239018033,-0.22801726224877034
148,high-neck,-1736506.7253083256,1736506.7253083256,-0.22854420845053888
29,skirt,-1772906.8388423065,1772906.8388423065,-0.23333488101972016
243,boxy,-2018614.656106052,2018614.656106052,-0.26567284884226444
353,fleece,-2050597.9109109228,2050597.9109109228,-0.26988221212690894
121,sleeve,-2061323.392001385,2061323.392001385,-0.27129380849468904
240,denim,-2084777.1698180009,2084777.1698180009,-0.27438059474673854
202,2-pack,-2097167.5526952734,2097167.5526952734,-0.27601131129152046
406,tank,-2108279.0772943273,2108279.0772943273,-0.2774737154142103
88,full-coverage,-2158636.8416304113,2158636.8416304113,-0.2841013749687597
250,graphic,-2164941.7915520747,2164941.7915520747,-0.28493117871680507
423,flared,-2400458.032037136,2400458.032037136,-0.3159278181046244
22,sweater,-2403740.9257056755,2403740.9257056755,-0.3163598845769096
319,checkers,-2425723.1190905757,2425723.1190905757,-0.3192529934338688
334,drill,-2494295.673339316,2494295.673339316,-0.3282779283240158
297,running,-2544030.3404177856,2544030.3404177856,-0.33482358113050387
451,gentle-support,-2749208.264430439,2749208.264430439,-0.36182734999104244
182,quilted,-2975982.5292011416,2975982.5292011416,-0.3916734450758575
100,slim-fit,-3026556.0220952085,3026556.0220952085,-0.3983294969837482
305,medium-support,-3380434.3111019377,3380434.3111019377,-0.44490393995604005
330,solid,-3384424.1611620556,3384424.1611620556,-0.4454290500005543
130,sweatpants,-3413974.097623516,3413974.097623516,-0.44931816067310243
79,wide-leg,-3666491.307748494,3666491.307748494,-0.48255232272214643
60,one-piece,-3678287.795833411,3678287.795833411,-0.48410487589834267
395,mesh-paneled,-3751245.3987768395,3751245.3987768395,-0.49370693350753153
351,wnba,-3877482.812335732,3877482.812335732,-0.5103212254870445
377,bottom,-3891183.742000579,3891183.742000579,-0.5121244250253204
302,racing,-3930872.665268969,3930872.665268969,-0.517347942688932
67,sports,-3979632.1133461343,3979632.1133461343,-0.5237652454859035
394,firm-support,-4048053.314721153,4048053.314721153,-0.5327702606013572
446,string,-4082702.3801113022,4082702.3801113022,-0.5373304751445728
277,1/4-zip,-4228921.756516781,4228921.756516781,-0.5565746226930298
293,jammer,-4534672.188631683,4534672.188631683,-0.5968148875147531
68,tennis,-4695191.0099964915,4695191.0099964915,-0.6179410060811641
207,striped,-4778263.354456244,4778263.354456244,-0.6288742797230003
322,3-pack,-4811896.211689033,4811896.211689033,-0.6333007496134827
125,tights,-4936114.844203687,4936114.844203687,-0.6496493468455662
422,velour,-4947534.187560844,4947534.187560844,-0.6511522634485082
426,winterized,-5089985.402352649,5089985.402352649,-0.6699004776954931
72,bralette,-5336963.7210087385,5336963.7210087385,-0.7024056580780678
405,over-oversized,-5755059.478701637,5755059.478701637,-0.7574318567134262
321,cropped,-6177043.065242637,6177043.065242637,-0.8129697382312813
