Product Name,Price
"Like a Cloud Longline Bra \
Light Support, B/C Cup",44.0
"lululemon Align\'99 High-Rise Jogger \
Full Length",59.0
Love Tank Top,26.5
Cotton-Blend Double-Knit Mid-Rise Cargo Pant,99.0
"lululemon Align\'99 High-Rise Pant 31""",64.0
"lululemon Align\'99 T-Strap Tank Top \
Light Support, A/B Cup",49.0
"lululemon Align\'99 V-Neck Bra \
Light Support, A/B Cup",49.0
Swift Mid-Rise Wide-Leg Pant,94.0
All Yours Cropped T-Shirt,34.0
"Swift Speed High-Rise Tight 28""",84.0
"Wunder Train High-Rise Tight 25""",59.0
"lululemon Align\'99 Bodysuit 6""",84.0
Wrap-Front Mid-Rise Golf Skirt,79.0
Softstreme Perfectly Oversized Cropped Crew,84.0
Ribbed Softstreme Cropped Tank Top,39.0
Narrow Waistband Tennis Skirt,69.0
License to Train High-Rise Pant,89.0
"lululemon Align\'99 Strappy Ribbed Tank Top \
Light Support, A/B Cup",39.0
All It Takes Ribbed Nulu T-Shirt,39.0
"Ribbed Softstreme Zip-Leg High-Rise Cropped Pant 25""",99.0
"Ribbed Softstreme High-Rise Short 2""",64.0
Wundermost Ultra-Soft Nulu Scoop-Neck Cropped Tank Top,34.0
"Lightweight High-Rise Hiking Short 4""",59.0
Off-The-Shoulder Cotton T-Shirt,34.0
"Lightweight High-Rise Relaxed Short 3"" \
Long Liner",59.0
Wundermost Ultra-Soft Nulu Hip-Length Crewneck Short-Sleeve Shirt,44.0
Love Curved-Hem Crewneck T-Shirt,34.0
Nulu Long-Sleeve Yoga Shrug,49.0
Stretch Woven High-Rise Wide-Leg Cropped Pant,99.0
Scuba Pullover Sleeveless Hoodie,99.0
"Flow Y Bra Nulu \
Light Support, A\'96C Cups",39.0
"Invigorate High-Rise Tight 25""",49.0
"lululemon Align\'99 V-Neck Bra \
Light Support, C/D Cup",49.0
Nulu Mesh Long-Sleeve Crewneck Bodysuit,56.5
Softstreme High-Rise Midi Skirt,79.0
"lululemon Align\'99 Sweetheart Bra \
Light Support, A/B Cup",49.0
"Dance Studio Mid-Rise Pant \
Regular",84.0
"Swiftly Tech Short-Sleeve Shirt 2.0 \
Hip Length",54.0
"Free to Be Bra - Wild \
Light Support, A/B Cup",39.0
"lululemon Align\'99 High-Rise Pant with Pockets 25""",84.0
Love V-Neck T-Shirt,34.0
Ribbed Softstreme Slim-Fit Tank Dress,99.0
"lululemon Align\'99 Cropped Cami Tank Top \
Light Support, A/B Cup",49.0
Hold Tight Thin Strap Racerback Tank Top,34.0
"Wunder Train High-Rise Crop 23""",64.0
Brunswick Muscle Tank Top,34.0
"lululemon Align\'99 High-Rise Ribbed Pant 25""",74.0
"Cinchable Waist High-Rise Woven Short 3.5""",59.0
"Dance Studio High-Rise Short 3.5""",49.0
"Still Now Bra \
Light Support, A/B Cup",49.0
lululemon Align\'99 Waist-Length Racerback Tank Top,39.0
Wundermost Ultra-Soft Nulu Square-Neck Sleeveless Bodysuit,44.0
Cargo High-Rise Hiking Skirt,79.0
Scuba Oversized Quilted Half Zip,99.0
Relaxed-Fit Cotton-Blend Poplin Button-Down Shirt,69.0
"Wunder Train High-Rise Short 6""",44.0
Hold Tight Short-Sleeve Shirt,39.0
Relaxed-Fit Twill Blazer,149.0
"Swift Speed High-Rise Crop 21""",69.0
"lululemon Align\'99 High-Rise Crop 23""",69.0
"Scuba High-Rise Short 5""",39.0
"lululemon Align\'99 High-Rise Mini-Flare Pant \
Extra Short",79.0
It's a Tie Tank Top,39.0
"Nulu Strappy One-Shoulder Bra \
Light Support, A/B Cup",49.0
"Base Pace High-Rise Tight 25""",49.0
Wundermost Ultra-Soft Nulu Triangle Bralette A\'96D Cups,29.0
Train to Be Short-Sleeve Shirt,49.0
"Like a Cloud Longline Ribbed Bra \
Light Support, D/DD Cups",49.0
Back In Action V-Neck Long-Sleeve Shirt,49.0
"Cotton-Blend Poplin High-Rise Short 4""",59.0
"Bend This V and Racer Bra \
Light Support, A-C Cups",39.0
"lululemon Align\'99 Tank Top \
Light Support, A/B Cup",44.0
"Like a Cloud Ribbed Longline Bra \
Light Support, B/C Cup",49.0
"Team Canada WovenAir High-Rise Short 6"" \
COC Logo",44.0
"Bend This One-Shoulder Bra \
Light Support, A-C Cups",39.0
Relaxed-Fit Boatneck T-Shirt,39.0
Varsity High-Rise Pleated Tennis Skirt,69.0
Sculpt Short-Sleeve Shirt,49.0
Wundermost Ultra-Soft Nulu Short-Sleeve Crew Thong Bodysuit,51.5
"lululemon Align\'99 Super-High-Rise Pant 28""",59.0
lululemon Align\'99 Dress,89.0
"Wunder Train High-Rise Tight with Pockets 25""",89.0
High-Rise Pleated Tennis Skirt,49.0
"Groove Super-High-Rise Nulu Flared Pant \
Regular",74.0
"lululemon Align\'99 Bodysuit 25""",89.0
Define Sleeveless Dress,99.0
"Pace Rival Mid-Rise Skirt \
Long",54.0
"Stretch Woven Relaxed-Fit High-Rise Short 4""",59.0
lululemon Align\'99 Cami Strap Dress,99.0
Grid-Texture Sleeveless Tennis Dress,94.0
Swiftly Tech Relaxed-Fit Polo Shirt,64.0
"lululemon Align\'99 High-Rise Ribbed Pant 28""",74.0
"Wunder Under SmoothCover High-Rise Tight 28""",69.0
"lululemon Align\'99 High-Rise Mini-Flare Pant \
Regular",79.0
Softstreme High-Rise Straight-Leg Cropped Pant,84.0
"Swiftly Tech Long-Sleeve Shirt 2.0 \
Waist Length",64.0
"lululemon Align\'99 High-Rise Ribbed Mini-Flare Pant \
Regular",94.0
"Speed Up High-Rise Lined Short 4""",49.0
"Cortes Cropped T-Shirt \
Shadow Stripe",39.0
"Dance Studio Mid-Rise Pant \
Tall",89.0
"Softstreme High-Rise Pant \
Short",94.0
License to Train Classic-Fit Long-Sleeve Shirt,54.0
lululemon Align\'99 High-Rise Skirt,49.0
Swiftly Tech Cropped Long-Sleeve Shirt 2.0,64.0
Swiftly Tech Short-Sleeve Polo Shirt,64.0
Relaxed-Fit Cotton Jersey T-Shirt,39.0
"Wunder Under SmoothCover High-Rise Tight 25""",69.0
Hold Tight Straight Hem Cropped T-Shirt,39.0
Sculpt Long-Sleeve Shirt,54.0
Wunder Train High-Neck Cross-Back Tank Top,39.0
"Swiftly Tech Racerback Tank Top 2.0 \
Hip Length",39.0
Modal Relaxed-Fit Lounge Long-Sleeve Shirt,49.0
Modal Silk Twist-Back Yoga Tank Top,29.0
"Softstreme High-Rise Pant \
Tall",89.0
Classic-Fit Ventilated Running Jacket,129.0
Ultralight Hip-Length Tank Top,34.0
"lululemon Align\'99 High-Rise Ribbed Crop 23""",79.0
"Utilitech Relaxed-Fit High-Rise Short 3.5""",59.0
"Swiftly Relaxed Long-Sleeve Shirt \
Hip Length",64.0
"Define Relaxed-Fit Jacket \
Luon",129.0
Adapted State High-Rise Cropped Jogger,79.0
"Like a Cloud Longline Bra \
Light Support, D/DD Cup",49.0
Dance Studio Mid-Rise Cropped Pant,66.5
All Yours Cotton T-Shirt,39.0
Tear-Away Mid-Rise Track Pant,89.0
Cap-Sleeve Henley T-Shirt,29.0
"lululemon Align\'99 Ribbed Mini-Flare Pant \
Extra Short",94.0
Wundermost Ultra-Soft Nulu Scoop-Neck Bralette A\'96D Cups,29.0
"lululemon Energy Longline Bra \
Medium Support, B\'96D Cups",49.0
Wundermost Ultra-Soft Nulu Spaghetti-Strap Cami Tank Top,34.0
"Everlux Asymmetrical Tennis Tank Top \
Medium Support, B/C Cup",44.0
"Inner Glow High-Rise Short 3""",44.0
"Wunder Train High-Rise Tight 28""",69.0
"lululemon Align\'99 High-Rise Crop with Pockets 23""",94.0
Wundermost Ultra-Soft Nulu Mid-Rise Bikini Underwear,14.0
"License to Train Triangle Bra \
Light Support, A/B Cup",39.0
Wundermost Ultra-Soft Nulu Dipped-Waist Thong Underwear,16.5
"Bend This Scoop and Cross Bra \
Light Support, A-C Cups",39.0
Smooth Fit Pull-On High-Rise Cropped Pant,94.0
"Adapted State High-Rise Jogger \
Full Length",89.0
Modal Relaxed-Fit Cropped Short-Sleeve Shirt,39.0
Ultralight Hip-Length Long-Sleeve Shirt,49.0
Perfectly Oversized Cropped Crew,99.0
Wundermost Ultra-Soft Nulu Square-Neck Spaghetti-Strap Bodysuit,54.0
"Bend This Scoop and Square Bra \
Light Support, A-C Cups",39.0
All It Takes Ribbed Nulu Long-Sleeve Shirt,49.0
Hood Lite Jacket,119.0
"Ebb to Street Scoop-Neck Cropped Tank Top \
Light Support, B/C Cup",49.0
Ultralight Waist-Length Tank Top,34.0
Scuba Oversized Hoodie,99.0
Tie-Waist Breathable Short-Sleeve Shirt,39.0
"Dance Studio Mid-Rise Jogger \
Full Length",54.0
Sculpt Tank Top,39.0
"Track That High-Rise Lined Short 5""",39.0
Sculpt Cropped Tank Top,39.0
"Fast and Free High-Rise Tight 25\'94 Pockets \
Updated",84.0
Pack Light Pullover,109.0
Wundermost Ultra-Soft Nulu Super-High-Cut Bodysuit,54.0
"Define Cropped Jacket \
Nulu",99.0
Ultralight Waist-Length T-Shirt,39.0
Always Effortless Jacket,129.0
"lululemon Align\'99 High-Rise Crop 21""",69.0
"Brunswick Muscle Tank \
Sheer Stripe",34.0
"Wunder Train Strappy Racer Bra \
Light Support, C/D Cup",49.0
Wundermost Ultra-Soft Nulu Square-Neck Long-Sleeve Bodysuit,54.0
"Swiftly Tech Racerback Tank Top 2.0 \
Waist Length",39.0
"Wunder Train Contour Fit High-Rise Short 6""",49.0
"Scuba Mid-Rise Oversized Jogger \
Regular",79.0
License to Train Tight-Fit Tank Top,39.0
Wundermost Ultra-Soft Nulu Crewneck Cropped T-Shirt,29.0
Organic Cotton Crewneck Long-Sleeve Shirt,39.0
"Team Canada Women's Translucent Hooded Jacket \
COC Logo",109.0
"Swiftly Tech Short-Sleeve Polo Shirt \
Colour Tip",59.0
"Team Canada Women's Vented Jacquard Bomber Jacket \
COC Logo",239.0
Lightweight Hem-Cinch Bomber Jacket,169.0
Side-Cinch Cotton T-Shirt,49.0
"Anew Bra \
Light Support, A/B Cup",29.0
"Wunder Train Contour Fit High-Rise Tight 25""",69.0
"Team Canada Convertible Mid-Rise Pant \
COC Logo",124.0
Softstreme Perfectly Oversized Crewneck Pullover,99.0
"Smooth Fit Pull-On High-Rise Pant \
Regular",94.0
Convertible High-Rise Hiking Pant,149.0
lululemon Align\'99 Halter Tank Top,49.0
"Ribbed Softstreme Mid-Rise Pant 32""",99.0
Wrap-Front Ribbed Long-Sleeve Top,54.0
"License to Train High-Rise Lightweight Short 4""",59.0
Ribbed Softstreme Sweetheart Tank Top,39.0
Softstreme Gathered T-Shirt,64.0
"Wunder Train Contour Fit High-Rise Tight 28""",59.0
"Define Hooded Jacket \
Nulu",99.0
Scuba High-Rise Cropped Jogger,79.0
"Team Canada lululemon Align\'99 High-Rise Short 6"" \
COC Logo",39.0
"lululemon Align\'99 Cropped Cami Tank Top \
Light Support, C/D Cup",49.0
"InStill High-Rise Tight 25""",89.0
"Like a Cloud Ribbed Bra \
Light Support, B/C Cup",49.0
"Quick Dry Sleeveless Polo Shirt \
Curved Hem",39.0
"Wunder Train High-Rise Tight 25"" \
Foil",79.0
"Like a Cloud Bra \
Light Support, B/C Cup",49.0
"Wunder Train High-Rise Tight 28"" \
Foil",79.0
Light Utilitech Cargo Pocket High-Rise Pant,89.0
"Scuba Oversized Pullover \
Embroidered",99.0
Modal-Silk Yoga Tank Top,24.0
Perfectly Oversized Crew,89.0
Lightweight Woven Long Jacket,149.0
Wundermost Ultra-Soft Nulu Super-Cropped Tank Top,34.0
Wundermost Ultra-Soft Nulu One-Shoulder Spaghetti-Strap Bodysuit,54.0
"Softstreme Scoop-Neck Bra \
B/C Cup",34.0
"Open-Back Running Romper 3""",99.0
"Ribbed Contoured Unitard 6""",89.0
Hold Tight Cropped Tank Top,24.0
Blissfeel Women's Running Shoe,59.0
"lululemon Align\'99 Low-Rise Flared Pant 32.5""",79.0
"Collared Tennis Longline Bra \
Medium Support, B/C Cup",49.0
Softstreme Full-Zip Hoodie,129.0
"Wunder Train Contour Fit High-Rise Tight with Pockets 25""",89.0
"lululemon Align\'99 Bodysuit 28""",99.0
"lululemon Align\'99 Tank Top \
Light Support, C/D Cup",39.0
"Smooth Fit Pull-On High-Rise Pant \
Tall",99.0
"Wunder Train Strappy Racer Bra \
Light Support, A/B Cup",49.0
Cotton Shoulder-Twist T-Shirt,34.0
"lululemon Align\'99 Asymmetrical-Waist Mini-Flare Pant 32""",89.0
"lululemon Align\'99 High-Rise Pant with Pockets 28""",99.0
Long Cotton Crewneck Tank Top,34.0
Lightweight Linerless Tennis Dress,84.0
"Swift Speed High-Rise Tight 28"" \
Brushed Luxtreme",89.0
Wundermost Ultra-Soft Nulu Asymmetrical Bodysuit,51.5
"Restfeel Women's Slide \
Graphic",49.0
Nulu Mesh Scoop-Neck Bralette,29.0
"lululemon Align\'99 Halter Bra \
Light Support, C/D Cup",49.0
"Wunder Train Racerback Tank Top \
Medium Support, B/C Cups",34.0
Wundermost Ultra-Soft Nulu High-Waist Thong Underwear,16.5
"Modal High-Rise Relaxed-Fit Lounge Short 3.5""",49.0
Fast and Free Race Length Tank Top,44.0
"lululemon Energy Ribbed Longline Bra Medium Support, B\'96D Cups",49.0
"lululemon Align\'99 Cross-Back Bodysuit 25""",99.0
Lightweight Relaxed-Fit Vented Jacket,119.0
"Wundermost Ultra-Soft Nulu T-Strap Triangle Bralette \
A/B Cup",29.0
Softstreme Hoodie,79.0
Wunder Train Mesh Racerback Tank Top,54.0
"lululemon Align\'99 Halter Bodysuit 25""",109.0
Ribbed Cotton Modal Cut-Out Dress,89.0
lululemon Align\'99 Asymmetrical Long-Sleeve Shirt,64.0
It's Rulu Long-Sleeve Hoodie,79.0
Hooded Mid-Length Utility Jacket,179.0
Rulu Running Mockneck Long-Sleeve Shirt,79.0
Nulu Slim-Fit High-Rise Skirt,49.0
"Brushed Softstreme Ribbed Zip Flared Pant 32.5""",99.0
"Base Pace High-Rise Crop 23""",49.0
Lightweight Oversized Coaches Jacket,99.0
"Wunder Train Mesh High-Rise Tight 25""",79.0
Modal High-Rise Wide-Leg Lounge Pant,69.0
Side-Cinch Tank Top,39.0
Pace Rival Mid-Rise Skirt,49.0
Keyhole Mesh Tank Top,39.0
Wundermost Ultra-Soft Nulu Crewneck Long-Sleeve Shirt,54.0
"Wundermost Ultra-Soft Nulu High-Waist Thong Underwear \
3 Pack",49.0
"City Sleek 5 Pocket High-Rise Wide-Leg Pant Full Length \
Light Utilitech",69.0
Scoop-Neck Pleated Linerless Tennis Dress,99.0
"Scuba High-Rise Relaxed Jogger \
Full Length",79.0
Brushed Softstreme Half Zip,99.0
Collared Merino Wool-Blend Sweater,59.0
"lululemon Align\'99 Asymmetrical-Waist Pant 25""",79.0
Cropped Trench Jacket,149.0
Keyhole Mesh Long-Sleeve Shirt,49.0
Side-Cinch Ribbed Cardigan,54.0
"Quick Dry Sleeveless Polo Shirt \
Straight Hem",49.0
"Stretch Woven High-Rise Bermuda Short 9""",49.0
Nulu Mesh Wundermost Mid-Rise Bikini Underwear,19.0
Open Back Half-Zip Sweater,99.0
Lightweight High-Neck Yoga Tank Top,44.0
lululemon Align\'99 V-Waist Mini-Flare Pant,89.0
Nulux Cropped Half-Zip Track Tank Top,54.0
"Scuba Track Jacket \
Velvet Cord",89.0
Wundermost Ultra-Soft Nulu Mockneck Sleeveless Bodysuit,39.0
Wundermost Ultra-Soft Nulu Mockneck Tank Top,29.0
"It's Rulu Run Fleece High-Rise Jogger \
Full Length",89.0
Lightweight Woven Side-Snap Anorak,159.0
SenseKnit Running One-Piece,99.0
Wundermost Ultra-Soft Nulu Long-Sleeve One-Shoulder Bodysuit,56.5
"lululemon Align\'99 Asymmetrical Bra \
Light Support, C/D Cup",29.0
Wundermost Ultra-Soft Nulu Turtleneck Bodysuit,46.5
Take It All In Cotton-Blend Sweater,79.0
Insulated Ruched Bomber Jacket,129.0
Wool-Blend Jacquard Sweater,129.0
Pleated Open-Knit High-Rise Tennis Skirt,69.0
Wunder Train Super-Cropped T-Shirt,49.0
Wundermost Ultra-Soft Nulu Long-Sleeve Turtleneck,49.0
Packable Running Jacket,149.0
"lululemon Align\'99 Asymmetrical Ribbed Bra \
Light Support A/B Cup Shine",24.0
Fleece + Ripstop Hiking Pullover,79.0
Mid-Length Waterproof Rain Coat,259.0
"Enlite Front-Zip Bra \
High Support, A\'96DDD(E) Cups",49.0
High-Rise Ruched Mini Skirt,49.0
"Track That Mid-Rise Lined Short 5""",39.0
"Sculpt Tank Top \
Back Vent",39.0
Quilted Light Insulation Jacket,129.0
All Yours Heavyweight Long-Sleeve Shirt,49.0
Iridescent Tearaway Mid-Rise Track Pant,99.0
Heavyweight Cotton T-Shirt Bodysuit,39.0
"High-Rise Base Layer Tight 28""",59.0
Wool-Blend Jacquard Cardigan,109.0
Chargefeel Mid Women's Workout Shoe,69.0
Shoulder Cut-Out Yoga Tank Top,29.0
"lululemon Align\'99 Asymmetrical Ribbed Bra \
Light Support C/D Cup Shine",24.0
"Non-Stop Bomber Jacket \
Reversible",129.0
Tight-Fit Lined Half-Zip Tank Top,59.0
lululemon Align\'99 T-Shirt,29.0
"Everlux Front Cut-Out Train Bra \
Light Support, B/C Cup",49.0
Wunder Puff Cropped Jacket,129.0
Transformable Parka,249.0
"Wunder Train Aerobic High-Rise Tight 25"" \
Twill",74.0
Cap Sleeve Hiking Tank Top,24.0
"SenseKnit Running High-Rise Tight 28""",79.0
"Cargo Super-High-Rise Hiking Short 8""",39.0
Double-Strap Yoga Tank Top,29.0
"lululemon Align\'99 Ribbed V-Neck Bra \
Light Support, A/B Cup Shine",29.0
Power Pivot Everlux Tank Top,39.0
Lightweight High-Neck Romper,39.0
Modal-Blend Open-Back Long Sleeve Shirt,54.0
"lululemon lab Grid Mesh Training Tank Top \
Graphic",54.0
Wave-Quilt Insulated Jacket,199.0
Cotton Wrap-Front T-Shirt Dress,39.0
All Yours Cropped Cotton Tank Top,24.0
lululemon lab Jacquard Relaxed-Fit Shirt,99.0
lululemon lab Double-Knit Jacquard Half Zip,99.0
"All Powered Up Bra \
Medium Support, A-G Cups",39.0
Heavyweight Cotton Mockneck T-Shirt,74.0
Tight-Fit Lined T-Shirt,54.0
lululemon lab Seamless Wool-Blend Long-Sleeve Shirt,89.0
Jacquard Multi-Texture Crewneck Sweater,79.0
Boxy Knit T-Shirt,54.0
Ribbed Nulu Racerback Yoga Tank Top,54.0
Base Pace Two-Toned Ribbed Tank Top,49.0
Everywhere Belt Bag 1L,29.0
Both Ways Reversible Bucket Hat,24.0
True Identity Card Case,19.0
Back To Life Sport Bottle 24oz,34.0
Warm Revelation Beanie,29.0
"Women's Daily Stride Comfort Low-Ankle Socks \
3 Pack",24.0
"Women's Power Stride No-Show Socks with Active Grip \
3 Pack",29.0
"Women's Daily Stride Mid-Crew Socks Stripe lululemon \
Wordmark",9.0
